RECRUIT_DEADLINE|JOB_GROUP|QUALIFICATION|COMPANY|TITLE|BENEFITS|WORKING_AREA|MAINDUTIES|GROUP_INTRO|PREFERENTIAL|TITLE_IMG|LOGO_IMG|JOB_POSTING_URL
|518|"• 4년제 컴퓨터공학 학사 이상
• 3년 이상의 Back-End 개발경험
• Java 언어에 익숙하고 Spring Boot, JPA 에 대한 경험이 있으신 분
• Restful API 설계 및 개발 경험
• 기획 및 요구사항을 고려한 데이터 모델링 설계 및 SQL 개발 경험
• AWS 클라우드 기반의 개발 및 서비스 운영 경험
• Git, Jira 등의 형상관리, 협업 도구 사용 경험"|플레져|Back-End Developer(3년차 이상)|"• 10시 ~ 19시 근무
• 자유로운 복장
• 저녁 회식 없는 문화
• 자유로운 연차 사용
• 맥북 지원
• 수평적인 조직 문화
• 닉네임 ~님 으로 소통"|서울특별시 서초구 강남대로 311 드림플러스 강남|"[주요 업무]
• Client App 및 SaaS 를 개발
• 대형 트래픽에 대한 무중단 서버 운영
• Micro Service Architecture 을 구축
• Kubernetes 기반 플랫폼을 개발하고 운영

[사용 백엔드 기술]
• RestFul API
• Java 8 또는 11 이상
• Spring Boot
• JPA, QueryDSL
• Spring Security
• AWS EC2, RDS, CloudFront, S3, etc
• Mysql
• Junit5
• Docker
• Python

[자주 사용하는 Tool]
• 협업: Gitlab, Figma, Zeplin
• 커뮤니케이션: Slack, Notion"|"「2023년 Pre-A 투자 유치성공」
 레슨 예약, 코트 예약, 커뮤니티 신청, 결제, 회원 관리, 커머스 등 테니스와 관련한 모든 서비스를 ‘플레져’ 앱 하나로 담아내고, 전세계 테니스 라이프스타일 ‘End-To-End’ 서비스를 제공하는 플랫폼으로 성장을 가속화합니다!

[플레져팀 조직 문화]
플레져팀의 멤버들은 아래 6가지 코어벨류 기반으로 일하고 있습니다.

- New : 우리는 새로운 방식으로 혁신합니다.
- Teamwork : 우리는 함께 일합니다.
- Potential : 잘하는 일을 할 수 있습니다.
- Data : 플레져 리더들은 팀원들에게 목표와 정보를 클리어하게 공유합니다.
- Impact : 가장 큰 임팩트를 만드는 일에 집중합니다.
- Innovation : 편리한 서비스를 넘어, 혁신을 추구합니다.

[플레져와 잘 맞는 최고의 인재]
- Excellence : 플레져는 일을 잘합니다. 열심히하는것보다 효율적으로 일을 '잘'하는 인재를 모십니다.
- Leadership : 경력과 관계없이 맡은 업무에 리더쉽을 가진 인재를 모십니다.
- Responsibility : 본인이 맡은 업무에 대해 책임감을 가진 인재를 모십니다.
- Ownership : 본인이 맡은 업무와 프로젝트에 대한 비전을 갖고, 오너십을 가진 인재를 모십니다.
- Data-Driven : 데이터 및 근거 기반으로 업무 방향을 제시하고, 예측가능하며 지속성장가능한 비즈니스를 만들어갈 인재를 모십니다."|"• MSA 아키텍처 개발/운영 경험
• 대용량 트래픽 처리에 대한 이해가 있는 분
• kafka와 같은 메시지 큐 시스템을 경험해보신 분
• 머신러닝/딥러닝 프로세스 지원 프로그램 개발(Back-end)
• 딥러닝/머신러닝 기술을 활용한 이미지 및 텍스트 기반 AI 알고리즘 설계 및 연구

[인재영입 프로세스] 
• 서류전형 - 1차 인터뷰 - 2차 인터뷰(필요시) - 처우협의 - 최종합격
• 1차 인터뷰는 직무 역량을 확인하는 기술, 조직 적합성을 확인하는 인성 질문들로 구성되어있습니다."|https://static.wanted.co.kr/images/company/38388/e9qj1htf9dh7xv38__1080_790.jpg|https://static.wanted.co.kr/images/wdes/0_4.6b0d8c15.png|https://www.wanted.co.kr/wd/194300
